STORE_ID,STORE_NAME,STORE_DESCRIPTION,ADDRESS,CONTACT_NAME,CONTACT_EMAIL,CONTACT_PHONE,REGION_ID
148,Mercado Popular La Unión Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Tejutla,John Doe,email@example.com,+503 7000 0000,215
149,Mercado El Centro Nuevo Mundo Central,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con poca afluencia de gente.",Residencial Antiguo Cuscatlán,John Doe,email@example.com,+503 7000 0000,120
150,Comercial Santa Clara Central,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Antiguo Cuscatlán,John Doe,email@example.com,+503 7000 0000,120
151,Mercado Local San Carlos Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial Chiltiupán,John Doe,email@example.com,+503 7000 0000,121
152,Mayorista La Fe Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Chiltiupán,John Doe,email@example.com,+503 7000 0000,121
153,Mini Market El Ahorro Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial Ciudad Arce,John Doe,email@example.com,+503 7000 0000,16
154,Abarrotes San Jose Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial Ciudad Arce,John Doe,email@example.com,+503 7000 0000,16
155,Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial Colón,John Doe,email@example.com,+503 7000 0000,216
156,La Tiendona San Jose Este,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Colón,John Doe,email@example.com,+503 7000 0000,216
157,El Rinconcito San Francisco Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, sin estacionamiento.",Residencial Comasagua,John Doe,email@example.com,+503 7000 0000,414
158,Mercadito La Fortuna Norte,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Comasagua,John Doe,email@example.com,+503 7000 0000,414
159,Super Selectos,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Huizucar,John Doe,email@example.com,+503 7000 0000,17
160,Mercadito Familiar El Rosario Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial Huizucar,John Doe,email@example.com,+503 7000 0000,17
161,Maxi Ahorro El Sol Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Jayaque,John Doe,email@example.com,+503 7000 0000,122
162,Tienda La Unión Sur,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Jayaque,John Doe,email@example.com,+503 7000 0000,122
163,Super Precio Buen Precio Central,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial Jicalápa,John Doe,email@example.com,+503 7000 0000,217
164,Mayorista La Unión Express,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Jicalápa,John Doe,email@example.com,+503 7000 0000,217
165,Mercado El Centro Buen Precio Central,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial La Libertad,John Doe,email@example.com,+503 7000 0000,313
166,La Central La Unión Sur,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con amplio estacionamiento.",Residencial La Libertad,John Doe,email@example.com,+503 7000 0000,313
167,Mayorista La Fortuna Oeste,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Nuevo Cuscatlán,John Doe,email@example.com,+503 7000 0000,123
168,Dollar City,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Nuevo Cuscatlán,John Doe,email@example.com,+503 7000 0000,123
169,Tienda Familiar Santa Maria Central,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Quezaltepeque,John Doe,email@example.com,+503 7000 0000,415
170,La Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial Quezaltepeque,John Doe,email@example.com,+503 7000 0000,415
171,Maxi Despensa,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial Sacacoyo,John Doe,email@example.com,+503 7000 0000,18
172,Plaza Market La Esperanza Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial Sacacoyo,John Doe,email@example.com,+503 7000 0000,18
173,Mini Market Nuevo Mundo Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial San José Villanueva,John Doe,email@example.com,+503 7000 0000,19
174,Mercado de la Fe La Fortuna Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial San José Villanueva,John Doe,email@example.com,+503 7000 0000,19
175,Mercadito El Centro Este,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial San Juán Opico,John Doe,email@example.com,+503 7000 0000,20
176,El Ahorrador Los Primos Express,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, sin estacionamiento.",Residencial San Juán Opico,John Doe,email@example.com,+503 7000 0000,20
177,Super Oferta Los Ángeles Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial San Matías,John Doe,email@example.com,+503 7000 0000,21
178,Super Precio San Carlos Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial San Matías,John Doe,email@example.com,+503 7000 0000,21
179,Wal-Mart,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial San Pablo Tacachico,John Doe,email@example.com,+503 7000 0000,218
180,Super Oferta Buen Precio Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Pablo Tacachico,John Doe,email@example.com,+503 7000 0000,218
181,El Almacen Santa Clara Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Santa Tecla,John Doe,email@example.com,+503 7000 0000,314
182,Supermercado Europa,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Santa Tecla,John Doe,email@example.com,+503 7000 0000,314
183,Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial Talnique,John Doe,email@example.com,+503 7000 0000,315
184,Wal-Mart,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Talnique,John Doe,email@example.com,+503 7000 0000,315
185,Mayorista Los Ángeles Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Tamanique,John Doe,email@example.com,+503 7000 0000,124
186,Despensa de Don Juan,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial Tamanique,John Doe,email@example.com,+503 7000 0000,124
187,El Mercadillo Buen Precio Central,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Teotepeque,John Doe,email@example.com,+503 7000 0000,416
188,Punto de Venta Buen Precio Express,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Teotepeque,John Doe,email@example.com,+503 7000 0000,416
189,La Esquina El Progreso Central,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tepecoyo,John Doe,email@example.com,+503 7000 0000,417
190,El Almacen Santa Maria Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial Tepecoyo,John Doe,email@example.com,+503 7000 0000,417
191,El Mercadillo La Unión Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial Zaragoza,John Doe,email@example.com,+503 7000 0000,418
192,Mayorista Los Ángeles Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Zaragoza,John Doe,email@example.com,+503 7000 0000,418
193,El Rinconcito El Milagro Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial Aguilares,John Doe,email@example.com,+503 7000 0000,419
194,Maxi Ahorro Santa Clara Central,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Aguilares,John Doe,email@example.com,+503 7000 0000,419
195,Abarrotes La Unión Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Apopa,John Doe,email@example.com,+503 7000 0000,219
196,La Despensa de Don Juan,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Apopa,John Doe,email@example.com,+503 7000 0000,219
197,Wal-Mart,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Ayutuxtepeque,John Doe,email@example.com,+503 7000 0000,220
198,Mercadito El Progreso Express,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Ayutuxtepeque,John Doe,email@example.com,+503 7000 0000,220
199,Super Precio El Progreso Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial Cuscatancingo,John Doe,email@example.com,+503 7000 0000,125
200,La Despensa de Don Juan,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial Cuscatancingo,John Doe,email@example.com,+503 7000 0000,125
201,Mayorista La Unión Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial Delgado,John Doe,email@example.com,+503 7000 0000,316
202,La Central La Fortuna Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Delgado,John Doe,email@example.com,+503 7000 0000,316
203,Punto de Venta El Milagro Central,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, sin estacionamiento.",Residencial El Paisnal,John Doe,email@example.com,+503 7000 0000,420
204,Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial El Paisnal,John Doe,email@example.com,+503 7000 0000,420
205,Almacen El Sol Este,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con amplio estacionamiento.",Residencial Guazapa,John Doe,email@example.com,+503 7000 0000,126
206,Almacen Los Primos Este,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, sin estacionamiento.",Residencial Guazapa,John Doe,email@example.com,+503 7000 0000,126
207,La Bodega La Fe Este,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial Ilopango,John Doe,email@example.com,+503 7000 0000,317
208,Wal-Mart,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial Ilopango,John Doe,email@example.com,+503 7000 0000,317
209,Bodega de Descuentos La Fe Norte,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con áreas verdes cercanas.",Residencial Mejicanos,John Doe,email@example.com,+503 7000 0000,127
210,Super La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Mejicanos,John Doe,email@example.com,+503 7000 0000,127
211,Supermercado Santa Maria Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Nejapa,John Doe,email@example.com,+503 7000 0000,421
212,Mercadito La Esperanza Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Nejapa,John Doe,email@example.com,+503 7000 0000,421
213,Distribuidora La Fortuna Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, cerca de otras tiendas.",Residencial Panchimalco,John Doe,email@example.com,+503 7000 0000,22
214,Mercado Popular El Ahorro Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Panchimalco,John Doe,email@example.com,+503 7000 0000,22
215,Tienda de la Esquina San Jose Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, aislada de otros comercios.",Residencial Rosario de Mora,John Doe,email@example.com,+503 7000 0000,23
216,Mercado El Centro La Fe Este,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, aislada de otros comercios.",Residencial Rosario de Mora,John Doe,email@example.com,+503 7000 0000,23
217,Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial San Marcos,John Doe,email@example.com,+503 7000 0000,422
218,Maxi Ahorro La Unión Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial San Marcos,John Doe,email@example.com,+503 7000 0000,422
219,Mayorista La Esperanza Oeste,"Tienda de tamaño grande, acceso restringido, ubicada en la periferia, con mucha afluencia de gente.",Residencial San Martín,John Doe,email@example.com,+503 7000 0000,318
220,Dollar City,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con amplio estacionamiento.",Residencial San Martín,John Doe,email@example.com,+503 7000 0000,318
221,El Rinconcito San Carlos Este,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con amplio estacionamiento.",Residencial San Salvador,John Doe,email@example.com,+503 7000 0000,423
222,Super Selectos,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial San Salvador,John Doe,email@example.com,+503 7000 0000,423
223,El Buen Precio Nuevo Mundo Central,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Santiago Texacuangos,John Doe,email@example.com,+503 7000 0000,424
224,Mercado Popular Santa Clara Central,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, cerca de otras tiendas.",Residencial Santiago Texacuangos,John Doe,email@example.com,+503 7000 0000,424
225,Bodega de Descuentos San Carlos Del Pueblo,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, aislada de otros comercios.",Residencial Santo Tomas,John Doe,email@example.com,+503 7000 0000,319
226,La Bodega San Jose Express,"Tienda de tamaño grande, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Santo Tomas,John Doe,email@example.com,+503 7000 0000,319
227,El Ahorrador La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Soyapango,John Doe,email@example.com,+503 7000 0000,425
228,La Central Santa Clara Este,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, sin estacionamiento.",Residencial Soyapango,John Doe,email@example.com,+503 7000 0000,425
229,Supermercado El Sol Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Tonacatepeque,John Doe,email@example.com,+503 7000 0000,221
230,Tienda Familiar San Jose Del Pueblo,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tonacatepeque,John Doe,email@example.com,+503 7000 0000,221
231,Tienda San Carlos Oeste,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial Candelaria,John Doe,email@example.com,+503 7000 0000,426
232,Comercial San Carlos Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Candelaria,John Doe,email@example.com,+503 7000 0000,426
233,Maxi Despensa,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con amplio estacionamiento.",Residencial Cojutepeque,John Doe,email@example.com,+503 7000 0000,24
234,Mercadito Familiar El Centro Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial Cojutepeque,John Doe,email@example.com,+503 7000 0000,24
235,El Mercadillo Buen Precio Sur,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial El Carmen,John Doe,email@example.com,+503 7000 0000,427
236,Despensa de Don Juan,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial El Carmen,John Doe,email@example.com,+503 7000 0000,427
237,Maxi Ahorro Nuevo Mundo Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,222
238,Abarrotes La Fe Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,222
239,El Ahorrador San Carlos Oeste,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Monte San Juán,John Doe,email@example.com,+503 7000 0000,428
240,El Ahorrador San Francisco Norte,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, cerca de otras tiendas.",Residencial Monte San Juán,John Doe,email@example.com,+503 7000 0000,428
241,Almacen El Buen Gusto Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Oratorio de Concepción,John Doe,email@example.com,+503 7000 0000,128
242,Super Oferta San Jose Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, cerca de otras tiendas.",Residencial Oratorio de Concepción,John Doe,email@example.com,+503 7000 0000,128
243,La Despensa Los Ángeles Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con amplio estacionamiento.",Residencial San Bartolomé Perulapía,John Doe,email@example.com,+503 7000 0000,25
244,Mercado de la Fe El Sol Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial San Bartolomé Perulapía,John Doe,email@example.com,+503 7000 0000,25
245,El Ahorrador La Esperanza Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial San Cristóbal,John Doe,email@example.com,+503 7000 0000,320
246,Super Oferta El Milagro Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Cristóbal,John Doe,email@example.com,+503 7000 0000,320
247,Mercadito El Progreso Express,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San José Guayabal,John Doe,email@example.com,+503 7000 0000,429
248,Punto de Venta Los Ángeles Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial San José Guayabal,John Doe,email@example.com,+503 7000 0000,429
249,Punto de Venta El Buen Gusto Este,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial San Pedro Perulapán,John Doe,email@example.com,+503 7000 0000,26
250,Maxi Ahorro La Fortuna Sur,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Pedro Perulapán,John Doe,email@example.com,+503 7000 0000,26
251,La Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, sin estacionamiento.",Residencial San Rafael Cedros,John Doe,email@example.com,+503 7000 0000,129
252,Mercado Local Nuevo Mundo Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial San Rafael Cedros,John Doe,email@example.com,+503 7000 0000,129
253,Mini Market San Jose Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Ramón,John Doe,email@example.com,+503 7000 0000,321
254,La Despensa La Unión Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con poca afluencia de gente.",Residencial San Ramón,John Doe,email@example.com,+503 7000 0000,321
255,Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Santa Cruz Analquito,John Doe,email@example.com,+503 7000 0000,223
256,Tienda Familiar La Unión Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Santa Cruz Analquito,John Doe,email@example.com,+503 7000 0000,223
257,Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Santa Cruz Michapa,John Doe,email@example.com,+503 7000 0000,224
258,Punto de Venta La Esperanza Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, sin estacionamiento.",Residencial Santa Cruz Michapa,John Doe,email@example.com,+503 7000 0000,224
259,Mercadito El Sol Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial Suchitoto,John Doe,email@example.com,+503 7000 0000,27
260,Supermercado Europa,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, aislada de otros comercios.",Residencial Suchitoto,John Doe,email@example.com,+503 7000 0000,27
261,El Mercadillo Buen Precio Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial Tenancingo,John Doe,email@example.com,+503 7000 0000,130
262,La Despensa de Don Juan,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tenancingo,John Doe,email@example.com,+503 7000 0000,130
263,El Rinconcito San Jose Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Cuyultitán,John Doe,email@example.com,+503 7000 0000,322
264,Distribuidora Buen Precio Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Cuyultitán,John Doe,email@example.com,+503 7000 0000,322
265,Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,225
266,Mayorista La Esperanza Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, con amplio estacionamiento.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,225
267,El Almacen San Francisco Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Jerusalen,John Doe,email@example.com,+503 7000 0000,28
268,El Ahorrador San Francisco Del Pueblo,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial Jerusalen,John Doe,email@example.com,+503 7000 0000,28
269,El Buen Precio La Unión Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con poca afluencia de gente.",Residencial Mercedes la Ceiba,John Doe,email@example.com,+503 7000 0000,131
270,Super San Jose Sur,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Mercedes la Ceiba,John Doe,email@example.com,+503 7000 0000,131
271,El Buen Precio La Unión Express,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Olocuilta,John Doe,email@example.com,+503 7000 0000,29
272,La Esquina La Esperanza Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Olocuilta,John Doe,email@example.com,+503 7000 0000,29
273,Plaza Market El Milagro Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Paraíso de Osorio,John Doe,email@example.com,+503 7000 0000,430
274,Super San Carlos Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con mucha afluencia de gente.",Residencial Paraíso de Osorio,John Doe,email@example.com,+503 7000 0000,430
275,Dollar City,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial San Antonio Masahuat,John Doe,email@example.com,+503 7000 0000,323
276,Mayorista El Buen Gusto Norte,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial San Antonio Masahuat,John Doe,email@example.com,+503 7000 0000,323
277,Mercadito Familiar El Buen Gusto Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial San Emigdio,John Doe,email@example.com,+503 7000 0000,431
278,El Ahorrador San Francisco Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial San Emigdio,John Doe,email@example.com,+503 7000 0000,431
279,La Bodega La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, aislada de otros comercios.",Residencial San Francisco Chinameca,John Doe,email@example.com,+503 7000 0000,30
280,La Bodega El Progreso Este,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, sin estacionamiento.",Residencial San Francisco Chinameca,John Doe,email@example.com,+503 7000 0000,30
281,Distribuidora El Progreso Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Juan Nonualco,John Doe,email@example.com,+503 7000 0000,132
282,El Mercadillo El Milagro Este,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial San Juan Nonualco,John Doe,email@example.com,+503 7000 0000,132
283,Mercadito El Sol Este,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Juan Talpa,John Doe,email@example.com,+503 7000 0000,432
284,El Almacen Los Ángeles Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Talpa,John Doe,email@example.com,+503 7000 0000,432
285,La Bodega La Unión Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Tepezontes,John Doe,email@example.com,+503 7000 0000,133
286,Super Los Ángeles Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Tepezontes,John Doe,email@example.com,+503 7000 0000,133
287,Supermercado La Fortuna Central,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial San Luís La Herradura,John Doe,email@example.com,+503 7000 0000,433
288,Plaza Market La Fortuna Este,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con áreas verdes cercanas.",Residencial San Luís La Herradura,John Doe,email@example.com,+503 7000 0000,433
289,Tienda San Carlos Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con poca afluencia de gente.",Residencial San Luís Talpa,John Doe,email@example.com,+503 7000 0000,434
290,Super Selectos,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Luís Talpa,John Doe,email@example.com,+503 7000 0000,434
291,Tienda Familiar La Fortuna Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial San Miguel Tepezontes,John Doe,email@example.com,+503 7000 0000,226
292,Super El Progreso Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial San Miguel Tepezontes,John Doe,email@example.com,+503 7000 0000,226
293,Bodega de Descuentos La Fe Central,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial San Pedro Masahuat,John Doe,email@example.com,+503 7000 0000,134
294,Despensa de Don Juan,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial San Pedro Masahuat,John Doe,email@example.com,+503 7000 0000,134
295,Plaza Market La Unión Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, sin estacionamiento.",Residencial San Pedro Nonualco,John Doe,email@example.com,+503 7000 0000,135
