STORE_NAME,STORE_DESCRIPTION,ADDRESS,CONTACT_NAME,CONTACT_EMAIL,CONTACT_PHONE,REGION_ID
Mercado Local San Carlos Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial Chiltiupán,John Doe,email@example.com,+503 7000 0000,121
Mayorista La Fe Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Chiltiupán,John Doe,email@example.com,+503 7000 0000,121
Mini Market El Ahorro Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial Ciudad Arce,John Doe,email@example.com,+503 7000 0000,16
Abarrotes San Jose Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial Ciudad Arce,John Doe,email@example.com,+503 7000 0000,16
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial Colón,John Doe,email@example.com,+503 7000 0000,216
La Tiendona San Jose Este,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Colón,John Doe,email@example.com,+503 7000 0000,216
El Rinconcito San Francisco Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, sin estacionamiento.",Residencial Comasagua,John Doe,email@example.com,+503 7000 0000,414
Mercadito La Fortuna Norte,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Comasagua,John Doe,email@example.com,+503 7000 0000,414
Super Selectos,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Huizucar,John Doe,email@example.com,+503 7000 0000,17
Mercadito Familiar El Rosario Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial Huizucar,John Doe,email@example.com,+503 7000 0000,17
Maxi Ahorro El Sol Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Jayaque,John Doe,email@example.com,+503 7000 0000,122
Tienda La Unión Sur,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Jayaque,John Doe,email@example.com,+503 7000 0000,122
Super Precio Buen Precio Central,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial Jicalápa,John Doe,email@example.com,+503 7000 0000,217
Mayorista La Unión Express,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Jicalápa,John Doe,email@example.com,+503 7000 0000,217
Mercado El Centro Buen Precio Central,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial La Libertad,John Doe,email@example.com,+503 7000 0000,313
La Central La Unión Sur,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con amplio estacionamiento.",Residencial La Libertad,John Doe,email@example.com,+503 7000 0000,313
Mayorista La Fortuna Oeste,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Nuevo Cuscatlán,John Doe,email@example.com,+503 7000 0000,123
Dollar City,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Nuevo Cuscatlán,John Doe,email@example.com,+503 7000 0000,123
Tienda Familiar Santa Maria Central,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Quezaltepeque,John Doe,email@example.com,+503 7000 0000,415
La Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial Quezaltepeque,John Doe,email@example.com,+503 7000 0000,415
Maxi Despensa,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial Sacacoyo,John Doe,email@example.com,+503 7000 0000,18
Plaza Market La Esperanza Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial Sacacoyo,John Doe,email@example.com,+503 7000 0000,18
Mini Market Nuevo Mundo Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial San José Villanueva,John Doe,email@example.com,+503 7000 0000,19
Mercado de la Fe La Fortuna Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con amplio estacionamiento.",Residencial San José Villanueva,John Doe,email@example.com,+503 7000 0000,19
Mercadito El Centro Este,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial San Juán Opico,John Doe,email@example.com,+503 7000 0000,20
El Ahorrador Los Primos Express,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, sin estacionamiento.",Residencial San Juán Opico,John Doe,email@example.com,+503 7000 0000,20
Super Oferta Los Ángeles Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial San Matías,John Doe,email@example.com,+503 7000 0000,21
Super Precio San Carlos Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial San Matías,John Doe,email@example.com,+503 7000 0000,21
Wal-Mart,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial San Pablo Tacachico,John Doe,email@example.com,+503 7000 0000,218
Super Oferta Buen Precio Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Pablo Tacachico,John Doe,email@example.com,+503 7000 0000,218
El Almacen Santa Clara Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Santa Tecla,John Doe,email@example.com,+503 7000 0000,314
Supermercado Europa,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Santa Tecla,John Doe,email@example.com,+503 7000 0000,314
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial Talnique,John Doe,email@example.com,+503 7000 0000,315
Wal-Mart,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial Talnique,John Doe,email@example.com,+503 7000 0000,315
Mayorista Los Ángeles Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Tamanique,John Doe,email@example.com,+503 7000 0000,124
Despensa de Don Juan,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial Tamanique,John Doe,email@example.com,+503 7000 0000,124
El Mercadillo Buen Precio Central,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Teotepeque,John Doe,email@example.com,+503 7000 0000,416
Punto de Venta Buen Precio Express,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Teotepeque,John Doe,email@example.com,+503 7000 0000,416
La Esquina El Progreso Central,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tepecoyo,John Doe,email@example.com,+503 7000 0000,417
El Almacen Santa Maria Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial Tepecoyo,John Doe,email@example.com,+503 7000 0000,417
El Mercadillo La Unión Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial Zaragoza,John Doe,email@example.com,+503 7000 0000,418
Mayorista Los Ángeles Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Zaragoza,John Doe,email@example.com,+503 7000 0000,418
El Rinconcito El Milagro Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial Aguilares,John Doe,email@example.com,+503 7000 0000,419
Maxi Ahorro Santa Clara Central,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Aguilares,John Doe,email@example.com,+503 7000 0000,419
Abarrotes La Unión Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial Apopa,John Doe,email@example.com,+503 7000 0000,219
La Despensa de Don Juan,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Apopa,John Doe,email@example.com,+503 7000 0000,219
Wal-Mart,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Ayutuxtepeque,John Doe,email@example.com,+503 7000 0000,220
Mercadito El Progreso Express,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Ayutuxtepeque,John Doe,email@example.com,+503 7000 0000,220
Super Precio El Progreso Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial Cuscatancingo,John Doe,email@example.com,+503 7000 0000,125
La Despensa de Don Juan,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial Cuscatancingo,John Doe,email@example.com,+503 7000 0000,125
Mayorista La Unión Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con mucha afluencia de gente.",Residencial Delgado,John Doe,email@example.com,+503 7000 0000,316
La Central La Fortuna Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial Delgado,John Doe,email@example.com,+503 7000 0000,316
Punto de Venta El Milagro Central,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, sin estacionamiento.",Residencial El Paisnal,John Doe,email@example.com,+503 7000 0000,420
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial El Paisnal,John Doe,email@example.com,+503 7000 0000,420
Almacen El Sol Este,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con amplio estacionamiento.",Residencial Guazapa,John Doe,email@example.com,+503 7000 0000,126
Almacen Los Primos Este,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, sin estacionamiento.",Residencial Guazapa,John Doe,email@example.com,+503 7000 0000,126
La Bodega La Fe Este,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial Ilopango,John Doe,email@example.com,+503 7000 0000,317
Wal-Mart,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial Ilopango,John Doe,email@example.com,+503 7000 0000,317
Bodega de Descuentos La Fe Norte,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con áreas verdes cercanas.",Residencial Mejicanos,John Doe,email@example.com,+503 7000 0000,127
Super La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Mejicanos,John Doe,email@example.com,+503 7000 0000,127
Supermercado Santa Maria Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Nejapa,John Doe,email@example.com,+503 7000 0000,421
Mercadito La Esperanza Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, sin estacionamiento.",Residencial Nejapa,John Doe,email@example.com,+503 7000 0000,421
Distribuidora La Fortuna Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, cerca de otras tiendas.",Residencial Panchimalco,John Doe,email@example.com,+503 7000 0000,22
Mercado Popular El Ahorro Del Pueblo,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Panchimalco,John Doe,email@example.com,+503 7000 0000,22
Tienda de la Esquina San Jose Oeste,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, aislada de otros comercios.",Residencial Rosario de Mora,John Doe,email@example.com,+503 7000 0000,23
Mercado El Centro La Fe Este,"Tienda de tamaño mediana, fácil acceso, ubicada en el centro, aislada de otros comercios.",Residencial Rosario de Mora,John Doe,email@example.com,+503 7000 0000,23
Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, con áreas verdes cercanas.",Residencial San Marcos,John Doe,email@example.com,+503 7000 0000,422
Maxi Ahorro La Unión Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial San Marcos,John Doe,email@example.com,+503 7000 0000,422
Mayorista La Esperanza Oeste,"Tienda de tamaño grande, acceso restringido, ubicada en la periferia, con mucha afluencia de gente.",Residencial San Martín,John Doe,email@example.com,+503 7000 0000,318
Dollar City,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con amplio estacionamiento.",Residencial San Martín,John Doe,email@example.com,+503 7000 0000,318
El Rinconcito San Carlos Este,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, con amplio estacionamiento.",Residencial San Salvador,John Doe,email@example.com,+503 7000 0000,423
Super Selectos,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, aislada de otros comercios.",Residencial San Salvador,John Doe,email@example.com,+503 7000 0000,423
El Buen Precio Nuevo Mundo Central,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Santiago Texacuangos,John Doe,email@example.com,+503 7000 0000,424
Mercado Popular Santa Clara Central,"Tienda de tamaño mediana, acceso complicado, ubicada en el centro, cerca de otras tiendas.",Residencial Santiago Texacuangos,John Doe,email@example.com,+503 7000 0000,424
Bodega de Descuentos San Carlos Del Pueblo,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, aislada de otros comercios.",Residencial Santo Tomas,John Doe,email@example.com,+503 7000 0000,319
La Bodega San Jose Express,"Tienda de tamaño grande, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Santo Tomas,John Doe,email@example.com,+503 7000 0000,319
El Ahorrador La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, cerca de otras tiendas.",Residencial Soyapango,John Doe,email@example.com,+503 7000 0000,425
La Central Santa Clara Este,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, sin estacionamiento.",Residencial Soyapango,John Doe,email@example.com,+503 7000 0000,425
Supermercado El Sol Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial Tonacatepeque,John Doe,email@example.com,+503 7000 0000,221
Tienda Familiar San Jose Del Pueblo,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tonacatepeque,John Doe,email@example.com,+503 7000 0000,221
Tienda San Carlos Oeste,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial Candelaria,John Doe,email@example.com,+503 7000 0000,426
Comercial San Carlos Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Candelaria,John Doe,email@example.com,+503 7000 0000,426
Maxi Despensa,"Tienda de tamaño pequeña, fácil acceso, ubicada en el centro, con amplio estacionamiento.",Residencial Cojutepeque,John Doe,email@example.com,+503 7000 0000,24
Mercadito Familiar El Centro Norte,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, con poca afluencia de gente.",Residencial Cojutepeque,John Doe,email@example.com,+503 7000 0000,24
El Mercadillo Buen Precio Sur,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial El Carmen,John Doe,email@example.com,+503 7000 0000,427
Despensa de Don Juan,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, cerca de otras tiendas.",Residencial El Carmen,John Doe,email@example.com,+503 7000 0000,427
Maxi Ahorro Nuevo Mundo Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,222
Abarrotes La Fe Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,222
El Ahorrador San Carlos Oeste,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Monte San Juán,John Doe,email@example.com,+503 7000 0000,428
El Ahorrador San Francisco Norte,"Tienda de tamaño grande, fácil acceso, ubicada en el centro, cerca de otras tiendas.",Residencial Monte San Juán,John Doe,email@example.com,+503 7000 0000,428
Almacen El Buen Gusto Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona residencial, con amplio estacionamiento.",Residencial Oratorio de Concepción,John Doe,email@example.com,+503 7000 0000,128
Super Oferta San Jose Sur,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, cerca de otras tiendas.",Residencial Oratorio de Concepción,John Doe,email@example.com,+503 7000 0000,128
La Despensa Los Ángeles Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con amplio estacionamiento.",Residencial San Bartolomé Perulapía,John Doe,email@example.com,+503 7000 0000,25
Mercado de la Fe El Sol Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, con amplio estacionamiento.",Residencial San Bartolomé Perulapía,John Doe,email@example.com,+503 7000 0000,25
El Ahorrador La Esperanza Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial San Cristóbal,John Doe,email@example.com,+503 7000 0000,320
Super Oferta El Milagro Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Cristóbal,John Doe,email@example.com,+503 7000 0000,320
Mercadito El Progreso Express,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial San José Guayabal,John Doe,email@example.com,+503 7000 0000,429
Punto de Venta Los Ángeles Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con áreas verdes cercanas.",Residencial San José Guayabal,John Doe,email@example.com,+503 7000 0000,429
Punto de Venta El Buen Gusto Este,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial San Pedro Perulapán,John Doe,email@example.com,+503 7000 0000,26
Maxi Ahorro La Fortuna Sur,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, cerca de otras tiendas.",Residencial San Pedro Perulapán,John Doe,email@example.com,+503 7000 0000,26
La Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, sin estacionamiento.",Residencial San Rafael Cedros,John Doe,email@example.com,+503 7000 0000,129
Mercado Local Nuevo Mundo Central,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, con poca afluencia de gente.",Residencial San Rafael Cedros,John Doe,email@example.com,+503 7000 0000,129
Mini Market San Jose Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Ramón,John Doe,email@example.com,+503 7000 0000,321
La Despensa La Unión Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en la periferia, con poca afluencia de gente.",Residencial San Ramón,John Doe,email@example.com,+503 7000 0000,321
Despensa de Don Juan,"Tienda de tamaño mediana, fácil acceso, ubicada en zona comercial, con amplio estacionamiento.",Residencial Santa Cruz Analquito,John Doe,email@example.com,+503 7000 0000,223
Tienda Familiar La Unión Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial Santa Cruz Analquito,John Doe,email@example.com,+503 7000 0000,223
Despensa de Don Juan,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, con mucha afluencia de gente.",Residencial Santa Cruz Michapa,John Doe,email@example.com,+503 7000 0000,224
Punto de Venta La Esperanza Norte,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, sin estacionamiento.",Residencial Santa Cruz Michapa,John Doe,email@example.com,+503 7000 0000,224
Mercadito El Sol Sur,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, aislada de otros comercios.",Residencial Suchitoto,John Doe,email@example.com,+503 7000 0000,27
Supermercado Europa,"Tienda de tamaño mediana, fácil acceso, ubicada en la periferia, aislada de otros comercios.",Residencial Suchitoto,John Doe,email@example.com,+503 7000 0000,27
El Mercadillo Buen Precio Del Pueblo,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, con áreas verdes cercanas.",Residencial Tenancingo,John Doe,email@example.com,+503 7000 0000,130
La Despensa de Don Juan,"Tienda de tamaño mediana, acceso restringido, ubicada en zona comercial, con amplio estacionamiento.",Residencial Tenancingo,John Doe,email@example.com,+503 7000 0000,130
El Rinconcito San Jose Norte,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Cuyultitán,John Doe,email@example.com,+503 7000 0000,322
Distribuidora Buen Precio Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, con áreas verdes cercanas.",Residencial Cuyultitán,John Doe,email@example.com,+503 7000 0000,322
Super Selectos,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,225
Mayorista La Esperanza Norte,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, con amplio estacionamiento.",Residencial El Rosario,John Doe,email@example.com,+503 7000 0000,225
El Almacen San Francisco Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Jerusalen,John Doe,email@example.com,+503 7000 0000,28
El Ahorrador San Francisco Del Pueblo,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial Jerusalen,John Doe,email@example.com,+503 7000 0000,28
El Buen Precio La Unión Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en la periferia, con poca afluencia de gente.",Residencial Mercedes la Ceiba,John Doe,email@example.com,+503 7000 0000,131
Super San Jose Sur,"Tienda de tamaño grande, acceso complicado, ubicada en la periferia, aislada de otros comercios.",Residencial Mercedes la Ceiba,John Doe,email@example.com,+503 7000 0000,131
El Buen Precio La Unión Express,"Tienda de tamaño grande, fácil acceso, ubicada en zona comercial, cerca de otras tiendas.",Residencial Olocuilta,John Doe,email@example.com,+503 7000 0000,29
La Esquina La Esperanza Oeste,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona residencial, con mucha afluencia de gente.",Residencial Olocuilta,John Doe,email@example.com,+503 7000 0000,29
Plaza Market El Milagro Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Paraíso de Osorio,John Doe,email@example.com,+503 7000 0000,430
Super San Carlos Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en la periferia, con mucha afluencia de gente.",Residencial Paraíso de Osorio,John Doe,email@example.com,+503 7000 0000,430
Dollar City,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona comercial, con poca afluencia de gente.",Residencial San Antonio Masahuat,John Doe,email@example.com,+503 7000 0000,323
Mayorista El Buen Gusto Norte,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial San Antonio Masahuat,John Doe,email@example.com,+503 7000 0000,323
Mercadito Familiar El Buen Gusto Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, con mucha afluencia de gente.",Residencial San Emigdio,John Doe,email@example.com,+503 7000 0000,431
El Ahorrador San Francisco Oeste,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, con poca afluencia de gente.",Residencial San Emigdio,John Doe,email@example.com,+503 7000 0000,431
La Bodega La Fe Del Pueblo,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, aislada de otros comercios.",Residencial San Francisco Chinameca,John Doe,email@example.com,+503 7000 0000,30
La Bodega El Progreso Este,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, sin estacionamiento.",Residencial San Francisco Chinameca,John Doe,email@example.com,+503 7000 0000,30
Distribuidora El Progreso Sur,"Tienda de tamaño mediana, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Juan Nonualco,John Doe,email@example.com,+503 7000 0000,132
El Mercadillo El Milagro Este,"Tienda de tamaño grande, fácil acceso, ubicada en la periferia, sin estacionamiento.",Residencial San Juan Nonualco,John Doe,email@example.com,+503 7000 0000,132
Mercadito El Sol Este,"Tienda de tamaño mediana, acceso complicado, ubicada en zona residencial, cerca de otras tiendas.",Residencial San Juan Talpa,John Doe,email@example.com,+503 7000 0000,432
El Almacen Los Ángeles Del Pueblo,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Talpa,John Doe,email@example.com,+503 7000 0000,432
La Bodega La Unión Central,"Tienda de tamaño pequeña, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Tepezontes,John Doe,email@example.com,+503 7000 0000,133
Super Los Ángeles Sur,"Tienda de tamaño mediana, acceso complicado, ubicada en zona comercial, sin estacionamiento.",Residencial San Juan Tepezontes,John Doe,email@example.com,+503 7000 0000,133
Supermercado La Fortuna Central,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial San Luís La Herradura,John Doe,email@example.com,+503 7000 0000,433
Plaza Market La Fortuna Este,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con áreas verdes cercanas.",Residencial San Luís La Herradura,John Doe,email@example.com,+503 7000 0000,433
Tienda San Carlos Express,"Tienda de tamaño pequeña, acceso complicado, ubicada en el centro, con poca afluencia de gente.",Residencial San Luís Talpa,John Doe,email@example.com,+503 7000 0000,434
Super Selectos,"Tienda de tamaño pequeña, acceso restringido, ubicada en el centro, cerca de otras tiendas.",Residencial San Luís Talpa,John Doe,email@example.com,+503 7000 0000,434
Tienda Familiar La Fortuna Sur,"Tienda de tamaño pequeña, fácil acceso, ubicada en zona residencial, aislada de otros comercios.",Residencial San Miguel Tepezontes,John Doe,email@example.com,+503 7000 0000,226
Super El Progreso Este,"Tienda de tamaño grande, acceso restringido, ubicada en zona residencial, aislada de otros comercios.",Residencial San Miguel Tepezontes,John Doe,email@example.com,+503 7000 0000,226
Bodega de Descuentos La Fe Central,"Tienda de tamaño grande, acceso complicado, ubicada en zona residencial, aislada de otros comercios.",Residencial San Pedro Masahuat,John Doe,email@example.com,+503 7000 0000,134
Despensa de Don Juan,"Tienda de tamaño mediana, acceso complicado, ubicada en la periferia, cerca de otras tiendas.",Residencial San Pedro Masahuat,John Doe,email@example.com,+503 7000 0000,134
Plaza Market La Unión Del Pueblo,"Tienda de tamaño mediana, fácil acceso, ubicada en zona residencial, sin estacionamiento.",Residencial San Pedro Nonualco,John Doe,email@example.com,+503 7000 0000,135
Despensa de Don Juan,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, aislada de otros comercios.",Residencial San Pedro Nonualco,John Doe,email@example.com,+503 7000 0000,135
Super Selectos,"Tienda de tamaño grande, acceso restringido, ubicada en el centro, con áreas verdes cercanas.",Residencial San Rafael Obrajuelo,John Doe,email@example.com,+503 7000 0000,31
Mercadito San Carlos Norte,"Tienda de tamaño grande, acceso restringido, ubicada en zona comercial, sin estacionamiento.",Residencial San Rafael Obrajuelo,John Doe,email@example.com,+503 7000 0000,31
Almacen El Progreso Oeste,"Tienda de tamaño grande, acceso complicado, ubicada en el centro, con áreas verdes cercanas.",Residencial Santa Maria Ostuma,John Doe,email@example.com,+503 7000 0000,435
El Mercadillo La Unión Del Pueblo,"Tienda de tamaño pequeña, acceso complicado, ubicada en zona comercial, con mucha afluencia de gente.",Residencial Santa Maria Ostuma,John Doe,email@example.com,+503 7000 0000,435
Supermercado Santa Clara Este,"Tienda de tamaño mediana, acceso restringido, ubicada en zona residencial, sin estacionamiento.",Residencial Santiago Nonualco,John Doe,email@example.com,+503 7000 0000,436
La Central El Buen Gusto Sur,"Tienda de tamaño grande, acceso complicado, ubicada en zona comercial, con poca afluencia de gente.",Residencial Santiago Nonualco,John Doe,email@example.com,+503 7000 0000,436
